row,date,cpu00,densityestimate,logdensityestimate
242,2026-06-10T10:19:39,14.81,0.0006203959223343474,-3.20733
243,2026-06-10T10:19:40,16.67,0.016148446231112817,-1.79187
244,2026-06-10T10:19:41,16.67,0.010933183738914649,-1.96125
245,2026-06-10T10:19:42,16.67,0.011372603723287304,-1.94414
246,2026-06-10T10:19:43,16.81,0.004727246961008234,-2.32539
247,2026-06-10T10:19:44,15.79,0.014367333188323396,-1.84262
248,2026-06-10T10:19:45,16.07,0.008991087400767846,-2.04619
249,2026-06-10T10:19:46,16.67,0.006707560030051314,-2.17344
250,2026-06-10T10:19:47,16.67,0.011771699175395401,-1.92916
251,2026-06-10T10:19:48,15.93,0.008979936308845615,-2.04673
252,2026-06-10T10:19:49,15.93,0.004561129674264617,-2.34093
253,2026-06-10T10:19:50,17.54,0.008356637441675285,-2.07797
254,2026-06-10T10:19:51,15.93,0.01424916040244133,-1.84621
255,2026-06-10T10:19:52,16.67,0.0003671246916726579,-3.43519
256,2026-06-10T10:19:53,18.92,0.0003611508084922292,-3.44231
257,2026-06-10T10:19:54,15.93,0.00581942850239564,-2.23512
258,2026-06-10T10:19:55,16.67,0.011000212437406422,-1.9586
259,2026-06-10T10:19:56,17.24,0.012705490665647799,-1.89601
260,2026-06-10T10:19:57,15.93,0.009084847098497101,-2.04168
261,2026-06-10T10:19:58,16.07,0.0037535214752461694,-2.42556
262,2026-06-10T10:19:59,17.39,0.009125729970192646,-2.03973
263,2026-06-10T10:20:00,16.67,0.009618299473660536,-2.0169
264,2026-06-10T10:20:01,16.67,0.005234496699826967,-2.28113
265,2026-06-10T10:20:02,14.29,2.5600974834577473e-05,-4.59174
266,2026-06-10T10:20:03,8.65,4.266301732203372e-06,-5.36995
267,2026-06-10T10:20:04,8.65,0.012936156147501874,-1.88819
268,2026-06-10T10:20:05,13.51,0.007001795741087923,-2.15479
269,2026-06-10T10:20:06,14.29,0.006217605092140232,-2.20638
270,2026-06-10T10:20:07,9.52,0.006524646318980144,-2.18544
271,2026-06-10T10:20:08,11.93,0.00711170539259458,-2.14803
272,2026-06-10T10:20:09,13.51,0.0029152318220429024,-2.53533
273,2026-06-10T10:20:10,9.43,0.002708490917430844,-2.56727
274,2026-06-10T10:20:11,7.69,0.008623211998812476,-2.06433
275,2026-06-10T10:20:12,13.64,0.005658485139279055,-2.2473
276,2026-06-10T10:20:13,18.35,0.00010195568750546468,-3.99159
277,2026-06-10T10:20:14,15.93,0.006753432278333081,-2.17048
278,2026-06-10T10:20:15,16.67,0.005790515219860463,-2.23728
279,2026-06-10T10:20:16,16.67,0.005954878917894201,-2.22513
280,2026-06-10T10:20:17,16.67,0.0023133336272981803,-2.63576
281,2026-06-10T10:20:18,17.39,0.005258186664424872,-2.27916
