row,date,left_speed,right_speed,left_velocity,right_velocity,accel_z,densityestimate,logdensityestimate
114,2026-06-11T11:27:40,35,35,341.7295837402344,309.6611328125,1.0272,3.387663521384683e-09,-8.4701
115,2026-06-11T11:27:41,35,35,366.68023681640625,296.7412414550781,1.0421,2.7003030317225515e-08,-7.56859
116,2026-06-11T11:27:42,35,35,377.7804870605469,293.6065979003906,0.9804,4.4296376055876244e-11,-10.3536
117,2026-06-11T11:27:43,35,35,379.5737609863281,305.6567687988281,1.0903,8.695734323426791e-07,-6.06069
118,2026-06-11T11:27:44,35,35,370.447509765625,295.3567810058594,0.9848,3.035062446077251e-08,-7.51783
119,2026-06-11T11:27:45,35,35,363.52520751953125,290.62042236328125,1.0119,4.484582412317839e-06,-5.34828
120,2026-06-11T11:27:46,35,35,375.7512512207031,299.8015441894531,1.0770,1.7380873471568873e-06,-5.75993
121,2026-06-11T11:27:47,35,35,375.6141357421875,318.5207824707031,1.0459,2.9253414947404105e-08,-7.53382
122,2026-06-11T11:27:48,35,35,364.9974365234375,312.997802734375,0.9672,1.1002031584175788e-05,-4.95853
123,2026-06-11T11:27:49,35,35,366.7945861816406,303.829833984375,1.0236,1.2503054823710536e-09,-8.90298
124,2026-06-11T11:27:50,35,35,351.9278259277344,291.9401550292969,0.9130,1.0798875180955371e-07,-6.96662
125,2026-06-11T11:27:51,35,35,388.63275146484375,306.7101745605469,1.0605,1.4451240857510132e-07,-6.84009
126,2026-06-11T11:27:52,35,35,374.3380432128906,331.2991638183594,1.0873,5.8881290786304875e-06,-5.23002
127,2026-06-11T11:27:53,35,35,378.0389404296875,318.0327453613281,0.9987,3.3107486164296155e-07,-6.48007
128,2026-06-11T11:27:54,35,35,393.21624755859375,312.17169189453125,0.9715,1.9802397736427832e-11,-10.7033
129,2026-06-11T11:27:55,35,35,387.5876159667969,302.677978515625,1.0561,9.889202628960604e-09,-8.00484
130,2026-06-11T11:27:56,55,55,607.0430908203125,559.0396728515625,1.0995,1.0550878811348952e-08,-7.97671
131,2026-06-11T11:27:57,55,55,688.22021484375,623.199462890625,0.9514,8.53688820849303e-12,-11.0687
132,2026-06-11T11:27:58,55,55,675.199951171875,627.2567138671875,0.9700,4.4649194226783404e-08,-7.35019
133,2026-06-11T11:27:59,55,55,685.9575805664062,627.8765258789062,1.0604,2.1653495123078194e-12,-11.6645
134,2026-06-11T11:28:00,55,55,677.7444458007812,632.7614135742188,1.0266,1.1601300393920648e-09,-8.93549
135,2026-06-11T11:28:01,55,55,677.5291137695312,652.5465087890625,0.8574,7.68151904720623e-08,-7.11455
136,2026-06-11T11:28:02,55,55,694.451416015625,635.4130249023438,1.1489,4.3437658696618443e-11,-10.3621
137,2026-06-11T11:28:03,55,55,681.8267822265625,647.83544921875,0.9729,1.1794103059113064e-11,-10.9283
138,2026-06-11T11:28:04,55,55,676.7671508789062,637.7805786132812,0.9407,1.4178324305684882e-14,-13.8484
139,2026-06-11T11:28:05,55,55,681.4159545898438,651.353515625,0.8808,2.1828293930241508e-09,-8.66098
140,2026-06-11T11:28:06,55,55,687.0604248046875,637.201171875,1.0580,6.026429800879493e-11,-10.2199
141,2026-06-11T11:28:07,55,55,688.9241943359375,647.809326171875,0.7307,1.3145994785710886e-08,-7.88121
142,2026-06-11T11:28:08,55,55,709.5128173828125,642.6529541015625,0.9841,6.19774395240114e-17,-16.2078
143,2026-06-11T11:28:09,55,55,686.0418090820312,643.0391845703125,0.9633,2.6485223239574116e-11,-10.577
144,2026-06-11T11:28:10,55,55,682.0368041992188,639.0344848632812,0.9647,8.542248359902674e-12,-11.0684
145,2026-06-11T11:28:11,55,55,681.1641235351562,617.1487426757812,1.0001,1.3668032442777534e-12,-11.8643
146,2026-06-11T11:28:12,55,55,680.0455322265625,633.0424194335938,1.0900,2.4051145275926188e-14,-13.6189
147,2026-06-11T11:28:13,55,55,679.2594604492188,633.2418823242188,1.1046,5.931845188275662e-16,-15.2268
148,2026-06-11T11:28:14,55,55,684.28515625,641.3926391601562,0.9431,1.547518561861051e-14,-13.8104
149,2026-06-11T11:28:15,55,55,673.8456420898438,636.7991943359375,1.0601,1.06517485903143e-09,-8.97258
150,2026-06-11T11:28:16,55,55,675.5717163085938,620.6065673828125,0.9399,3.0228486529121247e-12,-11.5196
151,2026-06-11T11:28:17,55,55,667.6356811523438,608.4907836914062,1.1779,1.6719836311670479e-15,-14.7768
152,2026-06-11T11:28:18,55,55,651.8533325195312,599.9446411132812,0.9550,5.930227041073698e-11,-10.2269
153,2026-06-11T11:28:19,55,55,658.3370971679688,614.24755859375,1.0900,1.50822669730201e-10,-9.82153
154,2026-06-11T11:28:20,55,55,663.2518920898438,602.3206176757812,0.9534,2.6739606342601385e-08,-7.57284
155,2026-06-11T11:28:21,55,55,207.66400146484375,184.70114135742188,1.0239,1.6808512789228379e-15,-14.7745
156,2026-06-11T11:28:22,55,55,0.0,0.0,1.0225,2.4690970332571003e-16,-15.6075
157,2026-06-11T11:28:23,55,55,0.0,0.0,1.0217,2.0607449300461949e-13,-12.686
158,2026-06-11T11:28:24,55,55,0.0,0.0,1.0204,7.203156397630559e-16,-15.1425
159,2026-06-11T11:28:25,55,55,0.0,0.0,1.0216,6.821167514190236e-20,-19.1661
160,2026-06-11T11:28:26,55,55,0.0,0.0,1.0225,1.3089326286871941e-15,-14.8831
161,2026-06-11T11:28:27,55,55,0.0,0.0,1.0210,9.36198336897199e-20,-19.0286
162,2026-06-11T11:28:28,55,55,0.9986060261726379,0.0,1.0233,7.858051270125088e-19,-18.1047
163,2026-06-11T11:28:29,55,55,1.0007495880126953,0.0,1.0216,2.4688401203263758e-21,-20.6075
164,2026-06-11T11:28:30,55,55,0.0,0.0,1.0222,1.6856403542440538e-17,-16.7732
165,2026-06-11T11:28:31,55,55,37.95100402832031,33.95616149902344,1.0103,2.917577340086242e-11,-10.535
166,2026-06-11T11:28:32,55,55,627.1414184570312,604.0994873046875,1.2111,2.7804918131188014e-11,-10.5559
167,2026-06-11T11:28:33,55,55,647.3966674804688,610.4310913085938,0.9174,1.3576221897980764e-15,-14.8672
168,2026-06-11T11:28:34,55,55,656.8607788085938,624.8675537109375,1.1608,5.51488186351401e-13,-12.2585
169,2026-06-11T11:28:35,55,55,662.3709106445312,625.3501586914062,1.1821,2.4780020778660713e-10,-9.6059
170,2026-06-11T11:28:36,55,55,670.0515747070312,644.0496215820312,0.9855,1.0738994348684528e-14,-13.969
171,2026-06-11T11:28:37,55,55,686.7305908203125,644.6244506835938,1.0482,1.8432310552829128e-12,-11.7344
172,2026-06-11T11:28:38,55,55,693.8179321289062,652.9464721679688,1.0252,3.076135265372799e-09,-8.51199
173,2026-06-11T11:28:39,-65,-65,217.16287231445312,190.14260864257812,0.8464,4.753470438109956e-13,-12.323
174,2026-06-11T11:28:40,-65,-65,-776.32763671875,-761.3406372070312,1.0128,4.858761307143197e-10,-9.31347
175,2026-06-11T11:28:41,-65,-65,-793.6309204101562,-782.6221923828125,0.9354,2.202628307146639e-14,-13.6571
176,2026-06-11T11:28:42,-65,-65,-804.3024291992188,-767.2885131835938,0.9600,6.7086211578390996e-09,-8.17337
177,2026-06-11T11:28:43,-65,-65,-812.952880859375,-794.9760131835938,0.8968,6.044161099496204e-11,-10.2187
178,2026-06-11T11:28:44,-65,-65,-819.9371948242188,-793.9074096679688,0.9393,2.3139142867856824e-16,-15.6357
179,2026-06-11T11:28:45,-65,-65,-829.1956787109375,-786.2373657226562,0.9741,1.6184160488039976e-10,-9.79091
180,2026-06-11T11:28:46,-65,-65,-812.9747924804688,-782.9757080078125,0.9783,4.039862063995229e-14,-13.3936
181,2026-06-11T11:28:47,-65,-65,-835.6735229492188,-787.6348266601562,1.0677,8.617560548464805e-13,-12.0646
182,2026-06-11T11:28:48,-65,-65,-825.8909912109375,-788.8958740234375,0.9511,9.389031257367777e-09,-8.02738
183,2026-06-11T11:28:49,-65,-65,-668.700439453125,-600.7308959960938,1.1112,5.257138874176602e-27,-26.2793
184,2026-06-11T11:28:50,-65,-65,-0.9999730587005615,-11.999676704406738,1.0210,4.146673212082517e-27,-26.3823
185,2026-06-11T11:28:51,-65,-65,0.0,0.0,1.0203,5.491783590524664e-24,-23.2603
186,2026-06-11T11:28:52,-65,-65,0.0,0.0,1.0203,1.6686292994429363e-24,-23.7776
187,2026-06-11T11:28:53,-65,-65,0.0,0.0,1.0214,1.382289815137691e-23,-22.8594
188,2026-06-11T11:28:54,-65,-65,0.0,-1.9984631538391113,1.0199,5.615709163865405e-22,-21.2506
189,2026-06-11T11:28:55,-65,-65,0.0,0.0,1.0228,8.326942749201333e-32,-31.0795
190,2026-06-11T11:28:56,-65,-65,0.0,0.0,1.0213,4.289638079900924e-31,-30.3676
191,2026-06-11T11:28:57,-65,-65,0.0,0.0,1.0190,1.2548713525718276e-22,-21.9014
192,2026-06-11T11:28:58,-65,-65,0.0,-1.9995661973953247,1.0199,9.698005384888962e-28,-27.0133
193,2026-06-11T11:28:59,-65,-65,0.0,-2.000490188598633,1.0214,7.932924428297346e-27,-26.1006
194,2026-06-11T11:29:00,-65,-65,0.0,0.0,1.0205,4.93063255281388e-22,-21.3071
195,2026-06-11T11:29:01,-65,-65,0.0,0.0,1.0208,4.074517142397994e-29,-28.3899
196,2026-06-11T11:29:02,-65,-65,0.0,-0.9985101819038391,1.0208,2.1822541327795906e-27,-26.6611
197,2026-06-11T11:29:03,-65,-65,-306.63043212890625,-315.64898681640625,0.9368,1.0590437727240655e-14,-13.9751
198,2026-06-11T11:29:04,-65,-65,-795.445556640625,-792.4476318359375,0.9800,3.6176155333492264e-16,-15.4416
199,2026-06-11T11:29:05,-65,-65,-778.2381591796875,-766.2498779296875,1.0840,1.727816078160218e-13,-12.7625
200,2026-06-11T11:29:06,-65,-65,-782.6670532226562,-761.6222534179688,0.9387,1.1283433409800241e-10,-9.94756
201,2026-06-11T11:29:07,-65,-65,-772.2686767578125,-737.3017578125,1.0522,1.241645292554585e-16,-15.906
202,2026-06-11T11:29:08,-65,-65,-779.8167724609375,-751.8233642578125,1.1155,3.6024930252654863e-09,-8.4434
203,2026-06-11T11:29:09,-65,-65,-782.9755859375,-730.9107055664062,1.0179,2.0907733645933937e-12,-11.6797
204,2026-06-11T11:29:10,-65,-65,-787.8809814453125,-735.8888549804688,0.9651,7.077566477293599e-09,-8.15012
205,2026-06-11T11:29:11,-65,-65,-781.865478515625,-725.8751220703125,0.9362,7.486128149171162e-09,-8.12574
206,2026-06-11T11:29:12,-65,-65,-780.3323974609375,-732.3119506835938,1.0408,1.3626881856157269e-12,-11.8656
207,2026-06-11T11:29:13,-65,-65,-791.8099975585938,-738.8226928710938,1.2047,4.588240007800302e-11,-10.3384
208,2026-06-11T11:29:14,-65,-65,-787.7215576171875,-734.6729736328125,1.0060,6.60293588351898e-15,-14.1803
209,2026-06-11T11:29:15,-65,-65,-808.7415771484375,-729.8643188476562,0.8422,8.39816102804217e-16,-15.0758
210,2026-06-11T11:29:16,-65,-65,-793.9491577148438,-723.9536743164062,1.3797,3.46862680698263e-14,-13.4598
211,2026-06-11T11:29:17,-65,-65,-799.302978515625,-734.359619140625,1.0877,2.40023514592509e-20,-19.6197
212,2026-06-11T11:29:18,-65,-65,-802.050537109375,-737.0464477539062,1.1371,2.120008515638648e-13,-12.6737
213,2026-06-11T11:29:19,-65,-65,-810.3865966796875,-731.348876953125,1.0453,1.4719385182215232e-18,-17.8321
214,2026-06-11T11:29:20,-65,-65,-803.7926635742188,-736.8099365234375,1.0206,2.6242629841743408e-14,-13.581
215,2026-06-11T11:29:21,-65,-65,-517.5399169921875,-677.3978271484375,1.0652,4.263269709094548e-19,-18.3703
216,2026-06-11T11:29:22,-65,-65,-48.0150260925293,-484.1515197753906,1.0055,3.363166017359384e-32,-31.4733
217,2026-06-11T11:29:23,-65,-65,-15.99209976196289,-476.76446533203125,1.0422,1.351856770532661e-31,-30.8691
218,2026-06-11T11:29:24,-65,-65,-24.00763511657715,-562.1787719726562,1.0466,2.595560797314847e-28,-27.5858
219,2026-06-11T11:29:25,-65,-65,-59.98572540283203,-612.8541870117188,1.0038,3.925051262947848e-33,-32.4062
220,2026-06-11T11:29:26,-65,-65,-64.00813293457031,-538.068359375,1.0258,3.0969898351966005e-41,-40.5091
221,2026-06-11T11:29:27,-65,-65,-23.99054718017578,-419.8345947265625,1.0908,3.1927624467143896e-41,-40.4958
222,2026-06-11T11:29:28,-65,-65,-26.027484893798828,-606.640625,1.0492,7.087933827449456e-42,-41.1495
223,2026-06-11T11:29:29,-65,-65,-48.988243103027344,-615.8522338867188,1.0466,1.5293070979179676e-41,-40.8155
224,2026-06-11T11:29:30,-65,-65,-23.017101287841797,-624.4639892578125,0.9900,2.933247479232734e-34,-33.5327
225,2026-06-11T11:29:31,-65,-65,-38.97053909301758,-550.583740234375,1.0295,7.3561709293859734e-34,-33.1333
226,2026-06-11T11:29:32,-65,-65,-397.9562072753906,-697.9232177734375,1.0756,7.603167876441127e-32,-31.119
227,2026-06-11T11:29:33,-65,-65,-779.8663940429688,-731.8130493164062,1.0147,9.468848966138288e-14,-13.0237
228,2026-06-11T11:29:34,-65,-65,-778.987548828125,-726.9884033203125,0.9153,9.66133387879902e-18,-17.015
229,2026-06-11T11:29:35,-65,-65,-785.5011596679688,-715.4564819335938,1.1232,1.2393061299108725e-08,-7.90682
230,2026-06-11T11:29:36,-65,-65,-799.0711059570312,-739.0657958984375,0.9687,6.681404484674048e-16,-15.1751
231,2026-06-11T11:29:37,-65,-65,-791.3155517578125,-730.3682250976562,1.0589,1.4981778482721617e-11,-10.8244
232,2026-06-11T11:29:38,-65,-65,-798.242431640625,-729.307861328125,0.9653,2.808256206931501e-17,-16.5516
233,2026-06-11T11:29:39,-65,-65,-785.9840698242188,-715.8963012695312,1.0735,4.313217925727906e-12,-11.3652
234,2026-06-11T11:29:40,-65,-65,-788.6395263671875,-726.6679077148438,1.0202,2.2900839775369603e-16,-15.6401
235,2026-06-11T11:29:41,-65,-65,-793.7175903320312,-723.5657958984375,1.0040,9.27975024220595e-21,-20.0325
236,2026-06-11T11:29:42,-65,-65,-802.7963256835938,-734.982421875,0.9096,2.1950922393601246e-12,-11.6585
237,2026-06-11T11:29:43,-65,-65,-795.5584716796875,-730.5128173828125,0.9266,4.5988181788718725e-15,-14.3374
238,2026-06-11T11:29:44,-65,-65,-797.5846557617188,-735.5391845703125,1.0989,5.760730510804482e-11,-10.2395
239,2026-06-11T11:29:45,-65,-65,-797.8323974609375,-721.848388671875,0.9529,1.18398581170371e-13,-12.9267
240,2026-06-11T11:29:46,-65,-65,-792.7249145507812,-728.7471313476562,1.1836,2.2797067103360017e-13,-12.6421
241,2026-06-11T11:29:47,-65,-65,-797.8021850585938,-720.8212890625,1.0528,1.0936439978495117e-16,-15.9611
242,2026-06-11T11:29:48,75,75,129.93101501464844,135.92782592773438,1.0904,6.923805836195735e-13,-12.1597
243,2026-06-11T11:29:49,75,75,924.3919677734375,865.366943359375,1.1214,3.8407449451327125e-15,-14.4156
244,2026-06-11T11:29:50,75,75,949.6172485351562,867.6502685546875,1.0573,2.8639572951794525e-16,-15.543
